,Unnamed: 0,origin,destination,distance,duration,origin_postcode,destination_postcode
6495,6495,Mickley First School,Bilton Hall Community Trust,36627,2099,NE437BJ,NE323RT
6496,6496,Mickley First School,Blyth Star Enterprises,41939,2373,NE437BJ,NE243AG
6497,6497,Mickley First School,Brougham Primary School,68958,3414,NE437BJ,TS248EU
6498,6498,Mickley First School,Byker Community Association,23164,1792,NE437BJ,NE62DX
6499,6499,Mickley First School,Cafe on the Shire - NTDF,38155,2098,NE437BJ,NE270HJ
6500,6500,Mickley First School,Changing Lives,23180,1343,NE437BJ,NE110RU
6501,6501,Mickley First School,Cheesy Waffles Project,42417,2214,NE437BJ,DH12LL
6502,6502,Mickley First School,Chester West & Central Community Project @ Bullion Hall,34128,1897,NE437BJ,DH22ES
6503,6503,Mickley First School,Choysez,43041,2297,NE437BJ,NE227DQ
6504,6504,Mickley First School,Corbridge Middle School,12556,726,NE437BJ,NE455HX
6505,6505,Mickley First School,Cornerstones Cafe,32439,1802,NE437BJ,DH33TF
6506,6506,Mickley First School,County Durham Tees Valley Rescue Mission,65941,3096,NE437BJ,DL55DH
6507,6507,Mickley First School,Cumberland House,19491,1366,NE437BJ,NE46AL
6508,6508,Mickley First School,Delta North Consett (formerly YMCA),16319,1257,NE437BJ,DH85DH
6509,6509,Mickley First School,Dementia Care,26248,1607,NE437BJ,NE137DS
6510,6510,Mickley First School,Dynamix Extreme Cic,23454,1627,NE437BJ,NE83AT
6511,6511,Mickley First School,East Durham Community Initiatives,47286,2670,NE437BJ,SR77AU
6512,6512,Mickley First School,East Durham Partnership,54994,2775,NE437BJ,SR84TQ
6513,6513,Mickley First School,Eastlea Community,45833,2500,NE437BJ,SR78DX
6514,6514,Mickley First School,Elliott House /Westbridge,18813,1341,NE437BJ,NE46US
6515,6515,Mickley First School,Emmaus North East,39021,2333,NE437BJ,NE334RT
6516,6516,Mickley First School,Eslington House Changing Lives,20300,1231,NE437BJ,NE82TQ
6517,6517,Mickley First School,Excelsior Academy,16088,1071,NE437BJ,NE156AF
6518,6518,Mickley First School,Family Gateway,30761,2175,NE437BJ,NE280PP
6519,6519,Mickley First School,Felling Community Association,25513,1826,NE437BJ,NE100NF
6520,6520,Mickley First School,Forage Community Project,39636,2387,NE437BJ,SR47RE
6521,6521,Mickley First School,Francis House Changing Lives,19606,1384,NE437BJ,NE46AN
6522,6522,Mickley First School,Gateshead Young Peoples Mental Health Service,22204,1459,NE437BJ,NE81QD
6523,6523,Mickley First School,Great Lumley Community Centre,35813,1980,NE437BJ,DH34JD
6524,6524,Mickley First School,Great North Road Changing Lives,37381,2061,NE437BJ,DH23NL
6525,6525,Mickley First School,Green Gates Primary,99559,4476,NE437BJ,TS104HS
6526,6526,Mickley First School,Harrowgate Hill Primary,69922,3290,NE437BJ,DL30HZ
6527,6527,Mickley First School,Haswell Mencap Lisa Dixon Centre,50910,2753,NE437BJ,DH62DA
6528,6528,Mickley First School,Health Works Newcastle,16430,1100,NE437BJ,NE158RZ
6529,6529,Mickley First School,Hub of Wishes,65600,3081,NE437BJ,DL57DZ
6530,6530,Mickley First School,Investing in People and Culture,22263,1428,NE437BJ,NE81SQ
6531,6531,Mickley First School,"Jet (Wicker Chair) North,  Westerhope",19263,1223,NE437BJ,NE55HH
6532,6532,Mickley First School,Junction 7,65600,3081,NE437BJ,DL57DZ
6533,6533,Mickley First School,Junior Neighbourhood Watch,65600,3081,NE437BJ,DL57DZ
6534,6534,Mickley First School,Kibblesworth Village Millenium Centre,25713,1621,NE437BJ,NE110XN
6535,6535,Mickley First School,Kings Cafe,70965,3363,NE437BJ,DL30QT
6536,6536,Mickley First School,Labyrinth Holistic Cafe,76172,3842,NE437BJ,TS181DY
6537,6537,Mickley First School,Little Sisters Of The Poor - Newcastle,18052,1216,NE437BJ,NE47QA
6538,6538,Mickley First School,Lobley Hill Primary,20659,1278,NE437BJ,NE110AT
6539,6539,Mickley First School,Looked After Through Care Darlington Borough Council,72692,3704,NE437BJ,DL15PW
6540,6540,Mickley First School,Miss Tina's Coffee Shop,38053,2280,NE437BJ,SR52JR
6541,6541,Mickley First School,Mount Pleasant Primary School,72907,3386,NE437BJ,DL39HE
6542,6542,Mickley First School,Moving On Durham,33830,2193,NE437BJ,DH15HL
6543,6543,Mickley First School,Murton Salvation Army,49337,2581,NE437BJ,SR79NL
6544,6544,Mickley First School,New Walk Property Management Middlesbrough,80829,3893,NE437BJ,TS13LF
6545,6545,Mickley First School,New Walk Property Management Stockton,75779,3787,NE437BJ,TS181HE
6546,6546,Mickley First School,Newport Primary,80147,3828,NE437BJ,TS15NQ
6547,6547,Mickley First School,PACT House,24457,1659,NE437BJ,DH90JE
6548,6548,Mickley First School,Park End Primary,86729,4096,NE437BJ,TS30AA
6549,6549,Mickley First School,Pelton Community Centre,29238,1866,NE437BJ,DH21DE
6550,6550,Mickley First School,People's Pantry,11586,778,NE437BJ,NE392BE
6551,6551,Mickley First School,Pickle Palace,9637,715,NE437BJ,NE404AT
6552,6552,Mickley First School,Pottery Bank Centre,24509,1890,NE437BJ,NE63SW
6553,6553,Mickley First School,Praxis,17766,1181,NE437BJ,NE48ED
6554,6554,Mickley First School,Prudhoe Castle First School,3018,277,NE437BJ,NE426PH
6555,6555,Mickley First School,Reach Out Recovery,71920,3776,NE437BJ,TS247AD
6556,6556,Mickley First School,Ron Eager House Changing Lives,20950,1657,NE437BJ,NE12AF
6557,6557,Mickley First School,Roseberry Primary,73573,3564,NE437BJ,TS232HJ
6558,6558,Mickley First School,Rosebrook,71990,3441,NE437BJ,TS199LF
6559,6559,Mickley First School,Sanctuary Supported Housing,75173,3654,NE437BJ,TS182HR
6560,6560,Mickley First School,Sanctuary Supported Living Hartlepool,69281,3490,NE437BJ,TS268DB
6561,6561,Mickley First School,Selby Cottage Childrens Centre,33087,1899,NE437BJ,DH22EY
6562,6562,Mickley First School,Soul Food Spaces (Peace Of Mind),22146,1487,NE437BJ,NE84QP
6563,6563,Mickley First School,Sprinwell Community Hub,27929,1765,NE437BJ,NE97AL
6564,6564,Mickley First School,St Davids Community Project,41071,2342,NE437BJ,SR33HG
6565,6565,Mickley First School,St Gabriels Catholic Voluntary Academy,88013,4218,NE437BJ,TS79LF
6566,6566,Mickley First School,St. John the Baptist Primary School,72996,3503,NE437BJ,TS190FB
6567,6567,Mickley First School,St.Peters Court,31281,2137,NE437BJ,DH76FB
6568,6568,Mickley First School,Sunderland Area Parent Support,40883,2273,NE437BJ,SR32PE
6569,6569,Mickley First School,Sunderland North Family Zone,41129,2668,NE437BJ,SR28AB
6570,6570,Mickley First School,Sunderland Ymca,41197,2633,NE437BJ,SR12QF
6571,6571,Mickley First School,Sunshine Day Nursery at Seascape Children's Centre,55091,2922,NE437BJ,SR85NJ
6572,6572,Mickley First School,The Albert,55333,2814,NE437BJ,DH62LT
6573,6573,Mickley First School,The Ashley Foundation,40892,2581,NE437BJ,SR12QB
6574,6574,Mickley First School,The Laurels Childcare Ltd,45043,2364,NE437BJ,DH12EY
6575,6575,Mickley First School,The Oasis Cafe,18379,1260,NE437BJ,NE47RW
6576,6576,Mickley First School,The Opportunity Cafe,16469,1110,NE437BJ,NE158NY
6577,6577,Mickley First School,The Rifty Youth Project,70216,3556,NE437BJ,TS254JY
6578,6578,Mickley First School,Tyneside Vineyard Extraordinary Project,22634,1710,NE437BJ,NE62FF
6579,6579,Mickley First School,Umbrella Community Centre,16026,1191,NE437BJ,DH85SD
6580,6580,Mickley First School,Vinnie's Cafe,21469,1611,NE437BJ,NE12TQ
6581,6581,Mickley First School,Virginia House Changing Lives,18038,1177,NE437BJ,NE47NQ
6582,6582,Mickley First School,Wallsend People Centre,26373,2153,NE437BJ,NE286RN
6583,6583,Mickley First School,Washingwell Primary School,18898,1382,NE437BJ,NE164RB
6584,6584,Mickley First School,West View Primary School,67705,3315,NE437BJ,TS249BP
6585,6585,Mickley First School,West View Project,68112,3332,NE437BJ,TS249JQ
6586,6586,Mickley First School,Wharton Trust,69080,3452,NE437BJ,TS248NS
6587,6587,Mickley First School,Whitehead Street - Changing Lives,38377,2290,NE437BJ,NE335ND
6588,6588,Miss Tina's Coffee Shop,Abbey Hill Academy,49710,2487,SR52JR,TS198BU
6589,6589,Miss Tina's Coffee Shop,Abbey Lodge,4588,623,SR52JR,SR12QF
6590,6590,Miss Tina's Coffee Shop,Abbott House Changing Lives,24082,1593,SR52JR,NE46NG
6591,6591,Miss Tina's Coffee Shop,Academy 360,5355,630,SR52JR,SR49BA
6592,6592,Miss Tina's Coffee Shop,Age UK Sunderland,3469,484,SR52JR,SR27AQ
6593,6593,Miss Tina's Coffee Shop,All About You,2032,266,SR52JR,SR55LJ
6594,6594,Miss Tina's Coffee Shop,Approach Development,71035,3037,SR52JR,TS104NJ
6595,6595,Miss Tina's Coffee Shop,Basement Project,21737,1809,SR52JR,NE129NQ
6596,6596,Miss Tina's Coffee Shop,Belle Vue 60+ Club,45280,2243,SR52JR,TS251QU
6597,6597,Miss Tina's Coffee Shop,Belle Vue Centre Cafe,45280,2243,SR52JR,TS251QU
6598,6598,Miss Tina's Coffee Shop,Belle Vue Play Scheme,45280,2243,SR52JR,TS251QU
6599,6599,Miss Tina's Coffee Shop,Belle Vue Youth Project,45280,2243,SR52JR,TS251QU
6600,6600,Miss Tina's Coffee Shop,Benfield School,20415,1563,SR52JR,NE64NU
6601,6601,Miss Tina's Coffee Shop,Beyond Limits,56187,3453,SR52JR,DL135JN
6602,6602,Miss Tina's Coffee Shop,Bibby House - Changing Lives,10755,849,SR52JR,NE108XJ
6603,6603,Miss Tina's Coffee Shop,Bilton Hall Community Trust,10010,884,SR52JR,NE323RT
6604,6604,Miss Tina's Coffee Shop,Blyth Star Enterprises,34309,2313,SR52JR,NE243AG
6605,6605,Miss Tina's Coffee Shop,Brougham Primary School,39735,1998,SR52JR,TS248EU
6606,6606,Miss Tina's Coffee Shop,Byker Community Association,19817,1659,SR52JR,NE62DX
6607,6607,Miss Tina's Coffee Shop,Cafe on the Shire - NTDF,19534,1603,SR52JR,NE270HJ
6608,6608,Miss Tina's Coffee Shop,Changing Lives,16637,1109,SR52JR,NE110RU
6609,6609,Miss Tina's Coffee Shop,Cheesy Waffles Project,21035,1418,SR52JR,DH12LL
6610,6610,Miss Tina's Coffee Shop,Chester West & Central Community Project @ Bullion Hall,18252,1323,SR52JR,DH22ES
6611,6611,Miss Tina's Coffee Shop,Choysez,35411,2238,SR52JR,NE227DQ
6612,6612,Miss Tina's Coffee Shop,Corbridge Middle School,50185,2438,SR52JR,NE455HX
6613,6613,Miss Tina's Coffee Shop,Cornerstones Cafe,16564,1228,SR52JR,DH33TF
6614,6614,Miss Tina's Coffee Shop,County Durham Tees Valley Rescue Mission,45171,2406,SR52JR,DL55DH
6615,6615,Miss Tina's Coffee Shop,Cumberland House,23414,1505,SR52JR,NE46AL
6616,6616,Miss Tina's Coffee Shop,Delta North Consett (formerly YMCA),36879,2688,SR52JR,DH85DH
6617,6617,Miss Tina's Coffee Shop,Dementia Care,29514,1999,SR52JR,NE137DS
6618,6618,Miss Tina's Coffee Shop,Dynamix Extreme Cic,14762,1119,SR52JR,NE83AT
6619,6619,Miss Tina's Coffee Shop,East Durham Community Initiatives,12875,1226,SR52JR,SR77AU
6620,6620,Miss Tina's Coffee Shop,East Durham Partnership,25770,1359,SR52JR,SR84TQ
6621,6621,Miss Tina's Coffee Shop,Eastlea Community,16610,1084,SR52JR,SR78DX
6622,6622,Miss Tina's Coffee Shop,Elliott House /Westbridge,24995,1751,SR52JR,NE46US
6623,6623,Miss Tina's Coffee Shop,Emmaus North East,8335,745,SR52JR,NE334RT
6624,6624,Miss Tina's Coffee Shop,Eslington House Changing Lives,21099,1321,SR52JR,NE82TQ
6625,6625,Miss Tina's Coffee Shop,Excelsior Academy,26653,1700,SR52JR,NE156AF
6626,6626,Miss Tina's Coffee Shop,Family Gateway,14644,1214,SR52JR,NE280PP
6627,6627,Miss Tina's Coffee Shop,Felling Community Association,12744,1040,SR52JR,NE100NF
6628,6628,Miss Tina's Coffee Shop,Forage Community Project,4481,610,SR52JR,SR47RE
6629,6629,Miss Tina's Coffee Shop,Francis House Changing Lives,23529,1523,SR52JR,NE46AN
6630,6630,Miss Tina's Coffee Shop,Gateshead Young Peoples Mental Health Service,16030,1383,SR52JR,NE81QD
6631,6631,Miss Tina's Coffee Shop,Great Lumley Community Centre,16205,1369,SR52JR,DH34JD
6632,6632,Miss Tina's Coffee Shop,Great North Road Changing Lives,21506,1487,SR52JR,DH23NL
6633,6633,Miss Tina's Coffee Shop,Green Gates Primary,70335,3065,SR52JR,TS104HS
6634,6634,Miss Tina's Coffee Shop,Harrowgate Hill Primary,49152,2600,SR52JR,DL30HZ
6635,6635,Miss Tina's Coffee Shop,Haswell Mencap Lisa Dixon Centre,22174,1620,SR52JR,DH62DA
6636,6636,Miss Tina's Coffee Shop,Health Works Newcastle,29016,1729,SR52JR,NE158RZ
6637,6637,Miss Tina's Coffee Shop,Hub of Wishes,44830,2391,SR52JR,DL57DZ
6638,6638,Miss Tina's Coffee Shop,Investing in People and Culture,15975,1355,SR52JR,NE81SQ
6639,6639,Miss Tina's Coffee Shop,"Jet (Wicker Chair) North,  Westerhope",29092,1704,SR52JR,NE55HH
6640,6640,Miss Tina's Coffee Shop,Junction 7,44830,2391,SR52JR,DL57DZ
6641,6641,Miss Tina's Coffee Shop,Junior Neighbourhood Watch,44830,2391,SR52JR,DL57DZ
6642,6642,Miss Tina's Coffee Shop,Kibblesworth Village Millenium Centre,17556,1297,SR52JR,NE110XN
6643,6643,Miss Tina's Coffee Shop,Kings Cafe,50195,2673,SR52JR,DL30QT
6644,6644,Miss Tina's Coffee Shop,Labyrinth Holistic Cafe,52346,2570,SR52JR,TS181DY
6645,6645,Miss Tina's Coffee Shop,Little Sisters Of The Poor - Newcastle,24570,1628,SR52JR,NE47QA
6646,6646,Miss Tina's Coffee Shop,Lobley Hill Primary,19392,1252,SR52JR,NE110AT
6647,6647,Miss Tina's Coffee Shop,Looked After Through Care Darlington Borough Council,51922,3014,SR52JR,DL15PW
6648,6648,Miss Tina's Coffee Shop,Mickley First School,39016,2335,SR52JR,NE437BJ
6649,6649,Miss Tina's Coffee Shop,Mount Pleasant Primary School,52137,2696,SR52JR,DL39HE
6650,6650,Miss Tina's Coffee Shop,Moving On Durham,24180,1663,SR52JR,DH15HL
6651,6651,Miss Tina's Coffee Shop,Murton Salvation Army,20114,1165,SR52JR,SR79NL
6652,6652,Miss Tina's Coffee Shop,New Walk Property Management Middlesbrough,51606,2477,SR52JR,TS13LF
6653,6653,Miss Tina's Coffee Shop,New Walk Property Management Stockton,52359,2549,SR52JR,TS181HE
6654,6654,Miss Tina's Coffee Shop,Newport Primary,50923,2412,SR52JR,TS15NQ
6655,6655,Miss Tina's Coffee Shop,PACT House,23723,1780,SR52JR,DH90JE
6656,6656,Miss Tina's Coffee Shop,Park End Primary,57506,2680,SR52JR,TS30AA
6657,6657,Miss Tina's Coffee Shop,Pelton Community Centre,17693,1390,SR52JR,DH21DE
6658,6658,Miss Tina's Coffee Shop,People's Pantry,32533,2079,SR52JR,NE392BE
6659,6659,Miss Tina's Coffee Shop,Pickle Palace,31918,2089,SR52JR,NE404AT
6660,6660,Miss Tina's Coffee Shop,Pottery Bank Centre,19937,1644,SR52JR,NE63SW
6661,6661,Miss Tina's Coffee Shop,Praxis,25344,1750,SR52JR,NE48ED
6662,6662,Miss Tina's Coffee Shop,Prudhoe Castle First School,37776,2322,SR52JR,NE426PH
6663,6663,Miss Tina's Coffee Shop,Reach Out Recovery,42696,2361,SR52JR,TS247AD
6664,6664,Miss Tina's Coffee Shop,Ron Eager House Changing Lives,16709,1362,SR52JR,NE12AF
6665,6665,Miss Tina's Coffee Shop,Roseberry Primary,44350,2148,SR52JR,TS232HJ
6666,6666,Miss Tina's Coffee Shop,Rosebrook,48272,2324,SR52JR,TS199LF
6667,6667,Miss Tina's Coffee Shop,Sanctuary Supported Housing,50427,2346,SR52JR,TS182HR
6668,6668,Miss Tina's Coffee Shop,Sanctuary Supported Living Hartlepool,40058,2075,SR52JR,TS268DB
6669,6669,Miss Tina's Coffee Shop,Selby Cottage Childrens Centre,17212,1325,SR52JR,DH22EY
6670,6670,Miss Tina's Coffee Shop,Soul Food Spaces (Peace Of Mind),17207,1444,SR52JR,NE84QP
6671,6671,Miss Tina's Coffee Shop,Sprinwell Community Hub,13381,1118,SR52JR,NE97AL
6672,6672,Miss Tina's Coffee Shop,St Davids Community Project,8120,922,SR52JR,SR33HG
6673,6673,Miss Tina's Coffee Shop,St Gabriels Catholic Voluntary Academy,58789,2802,SR52JR,TS79LF
6674,6674,Miss Tina's Coffee Shop,St. John the Baptist Primary School,47656,2229,SR52JR,TS190FB
6675,6675,Miss Tina's Coffee Shop,St.Peters Court,24215,1705,SR52JR,DH76FB
6676,6676,Miss Tina's Coffee Shop,Sunderland Area Parent Support,8141,913,SR52JR,SR32PE
6677,6677,Miss Tina's Coffee Shop,Sunderland North Family Zone,4520,659,SR52JR,SR28AB
6678,6678,Miss Tina's Coffee Shop,Sunderland Ymca,4588,623,SR52JR,SR12QF
6679,6679,Miss Tina's Coffee Shop,Sunshine Day Nursery at Seascape Children's Centre,25868,1506,SR52JR,SR85NJ
6680,6680,Miss Tina's Coffee Shop,The Albert,26110,1398,SR52JR,DH62LT
6681,6681,Miss Tina's Coffee Shop,The Ashley Foundation,4283,572,SR52JR,SR12QB
6682,6682,Miss Tina's Coffee Shop,The Laurels Childcare Ltd,24230,1638,SR52JR,DH12EY
6683,6683,Miss Tina's Coffee Shop,The Oasis Cafe,24344,1615,SR52JR,NE47RW
6684,6684,Miss Tina's Coffee Shop,The Opportunity Cafe,27034,1739,SR52JR,NE158NY
6685,6685,Miss Tina's Coffee Shop,The Rifty Youth Project,40992,2140,SR52JR,TS254JY
6686,6686,Miss Tina's Coffee Shop,Tyneside Vineyard Extraordinary Project,18556,1593,SR52JR,NE62FF
6687,6687,Miss Tina's Coffee Shop,Umbrella Community Centre,35829,2616,SR52JR,DH85SD
6688,6688,Miss Tina's Coffee Shop,Vinnie's Cafe,17210,1395,SR52JR,NE12TQ
6689,6689,Miss Tina's Coffee Shop,Virginia House Changing Lives,24379,1592,SR52JR,NE47NQ
6690,6690,Miss Tina's Coffee Shop,Wallsend People Centre,16796,1388,SR52JR,NE286RN
6691,6691,Miss Tina's Coffee Shop,Washingwell Primary School,22391,1538,SR52JR,NE164RB
6692,6692,Miss Tina's Coffee Shop,West View Primary School,38482,1899,SR52JR,TS249BP
6693,6693,Miss Tina's Coffee Shop,West View Project,38889,1916,SR52JR,TS249JQ
6694,6694,Miss Tina's Coffee Shop,Wharton Trust,39857,2036,SR52JR,TS248NS
6695,6695,Miss Tina's Coffee Shop,Whitehead Street - Changing Lives,9491,878,SR52JR,NE335ND
6696,6696,Mount Pleasant Primary School,Abbey Hill Academy,23382,1763,DL39HE,TS198BU
6697,6697,Mount Pleasant Primary School,Abbey Lodge,49374,2744,DL39HE,SR12QF
6698,6698,Mount Pleasant Primary School,Abbott House Changing Lives,58277,2689,DL39HE,NE46NG
6699,6699,Mount Pleasant Primary School,Academy 360,47647,2415,DL39HE,SR49BA
6700,6700,Mount Pleasant Primary School,Age UK Sunderland,48833,2666,DL39HE,SR27AQ
6701,6701,Mount Pleasant Primary School,All About You,52188,2714,DL39HE,SR55LJ
6702,6702,Mount Pleasant Primary School,Approach Development,45650,2368,DL39HE,TS104NJ
6703,6703,Mount Pleasant Primary School,Basement Project,65254,3435,DL39HE,NE129NQ
6704,6704,Mount Pleasant Primary School,Belle Vue 60+ Club,39595,2190,DL39HE,TS251QU
6705,6705,Mount Pleasant Primary School,Belle Vue Centre Cafe,39595,2190,DL39HE,TS251QU
6706,6706,Mount Pleasant Primary School,Belle Vue Play Scheme,39595,2190,DL39HE,TS251QU
6707,6707,Mount Pleasant Primary School,Belle Vue Youth Project,39595,2190,DL39HE,TS251QU
6708,6708,Mount Pleasant Primary School,Benfield School,63046,3189,DL39HE,NE64NU
6709,6709,Mount Pleasant Primary School,Beyond Limits,26455,1685,DL39HE,DL135JN
6710,6710,Mount Pleasant Primary School,Bibby House - Changing Lives,52144,2304,DL39HE,NE108XJ
6711,6711,Mount Pleasant Primary School,Bilton Hall Community Trust,56477,2525,DL39HE,NE323RT
6712,6712,Mount Pleasant Primary School,Blyth Star Enterprises,85963,3951,DL39HE,NE243AG
6713,6713,Mount Pleasant Primary School,Brougham Primary School,43067,2466,DL39HE,TS248EU
6714,6714,Mount Pleasant Primary School,Byker Community Association,61705,3087,DL39HE,NE62DX
6715,6715,Mount Pleasant Primary School,Cafe on the Shire - NTDF,66020,3289,DL39HE,NE270HJ
6716,6716,Mount Pleasant Primary School,Changing Lives,50832,2205,DL39HE,NE110RU
6717,6717,Mount Pleasant Primary School,Cheesy Waffles Project,35254,1729,DL39HE,DH12LL
6718,6718,Mount Pleasant Primary School,Chester West & Central Community Project @ Bullion Hall,44765,2067,DL39HE,DH22ES
6719,6719,Mount Pleasant Primary School,Choysez,87065,3875,DL39HE,NE227DQ
6720,6720,Mount Pleasant Primary School,Corbridge Middle School,84380,3534,DL39HE,NE455HX
6721,6721,Mount Pleasant Primary School,Cornerstones Cafe,43077,1973,DL39HE,DH33TF
6722,6722,Mount Pleasant Primary School,County Durham Tees Valley Rescue Mission,13372,947,DL39HE,DL55DH
6723,6723,Mount Pleasant Primary School,Cumberland House,57609,2601,DL39HE,NE46AL
6724,6724,Mount Pleasant Primary School,Delta North Consett (formerly YMCA),47488,2895,DL39HE,DH85DH
6725,6725,Mount Pleasant Primary School,Dementia Care,70272,3185,DL39HE,NE137DS
6726,6726,Mount Pleasant Primary School,Dynamix Extreme Cic,57742,2613,DL39HE,NE83AT
6727,6727,Mount Pleasant Primary School,East Durham Community Initiatives,51363,2677,DL39HE,SR77AU
6728,6728,Mount Pleasant Primary School,East Durham Partnership,46889,2477,DL39HE,SR84TQ
6729,6729,Mount Pleasant Primary School,Eastlea Community,49910,2507,DL39HE,SR78DX
6730,6730,Mount Pleasant Primary School,Elliott House /Westbridge,59190,2847,DL39HE,NE46US
6731,6731,Mount Pleasant Primary School,Emmaus North East,58871,2759,DL39HE,NE334RT
6732,6732,Mount Pleasant Primary School,Eslington House Changing Lives,55294,2417,DL39HE,NE82TQ
6733,6733,Mount Pleasant Primary School,Excelsior Academy,60848,2796,DL39HE,NE156AF
6734,6734,Mount Pleasant Primary School,Family Gateway,61130,2900,DL39HE,NE280PP
6735,6735,Mount Pleasant Primary School,Felling Community Association,55724,2534,DL39HE,NE100NF
6736,6736,Mount Pleasant Primary School,Forage Community Project,47981,2567,DL39HE,SR47RE
6737,6737,Mount Pleasant Primary School,Francis House Changing Lives,57724,2619,DL39HE,NE46AN
6738,6738,Mount Pleasant Primary School,Gateshead Young Peoples Mental Health Service,55724,2652,DL39HE,NE81QD
6739,6739,Mount Pleasant Primary School,Great Lumley Community Centre,40423,2041,DL39HE,DH34JD
6740,6740,Mount Pleasant Primary School,Great North Road Changing Lives,48019,2232,DL39HE,DH23NL
6741,6741,Mount Pleasant Primary School,Green Gates Primary,44951,2390,DL39HE,TS104HS
6742,6742,Mount Pleasant Primary School,Harrowgate Hill Primary,4510,538,DL39HE,DL30HZ
6743,6743,Mount Pleasant Primary School,Haswell Mencap Lisa Dixon Centre,38165,2078,DL39HE,DH62DA
6744,6744,Mount Pleasant Primary School,Health Works Newcastle,63211,2825,DL39HE,NE158RZ
6745,6745,Mount Pleasant Primary School,Hub of Wishes,13183,918,DL39HE,DL57DZ
6746,6746,Mount Pleasant Primary School,Investing in People and Culture,57257,2614,DL39HE,NE81SQ
6747,6747,Mount Pleasant Primary School,"Jet (Wicker Chair) North,  Westerhope",63287,2800,DL39HE,NE55HH
6748,6748,Mount Pleasant Primary School,Junction 7,13183,918,DL39HE,DL57DZ
6749,6749,Mount Pleasant Primary School,Junior Neighbourhood Watch,13183,918,DL39HE,DL57DZ
6750,6750,Mount Pleasant Primary School,Kibblesworth Village Millenium Centre,51751,2393,DL39HE,NE110XN
6751,6751,Mount Pleasant Primary School,Kings Cafe,3535,427,DL39HE,DL30QT
6752,6752,Mount Pleasant Primary School,Labyrinth Holistic Cafe,22569,1493,DL39HE,TS181DY
6753,6753,Mount Pleasant Primary School,Little Sisters Of The Poor - Newcastle,58765,2724,DL39HE,NE47QA
6754,6754,Mount Pleasant Primary School,Lobley Hill Primary,53587,2348,DL39HE,NE110AT
6755,6755,Mount Pleasant Primary School,Looked After Through Care Darlington Borough Council,4247,605,DL39HE,DL15PW
6756,6756,Mount Pleasant Primary School,Mickley First School,73211,3431,DL39HE,NE437BJ
6757,6757,Mount Pleasant Primary School,Miss Tina's Coffee Shop,52477,2711,DL39HE,SR52JR
6758,6758,Mount Pleasant Primary School,Moving On Durham,39698,2094,DL39HE,DH15HL
6759,6759,Mount Pleasant Primary School,Murton Salvation Army,44267,2327,DL39HE,SR79NL
6760,6760,Mount Pleasant Primary School,New Walk Property Management Middlesbrough,27824,1798,DL39HE,TS13LF
6761,6761,Mount Pleasant Primary School,New Walk Property Management Stockton,22582,1473,DL39HE,TS181HE
6762,6762,Mount Pleasant Primary School,Newport Primary,27141,1733,DL39HE,TS15NQ
6763,6763,Mount Pleasant Primary School,PACT House,51196,2508,DL39HE,DH90JE
6764,6764,Mount Pleasant Primary School,Park End Primary,32372,2004,DL39HE,TS30AA
6765,6765,Mount Pleasant Primary School,Pelton Community Centre,45166,2118,DL39HE,DH21DE
6766,6766,Mount Pleasant Primary School,People's Pantry,66728,3175,DL39HE,NE392BE
6767,6767,Mount Pleasant Primary School,Pickle Palace,66113,3185,DL39HE,NE404AT
6768,6768,Mount Pleasant Primary School,Pottery Bank Centre,62621,3201,DL39HE,NE63SW
6769,6769,Mount Pleasant Primary School,Praxis,59539,2846,DL39HE,NE48ED
6770,6770,Mount Pleasant Primary School,Prudhoe Castle First School,71971,3418,DL39HE,NE426PH
6771,6771,Mount Pleasant Primary School,Reach Out Recovery,41732,2460,DL39HE,TS247AD
6772,6772,Mount Pleasant Primary School,Ron Eager House Changing Lives,58597,2790,DL39HE,NE12AF
6773,6773,Mount Pleasant Primary School,Roseberry Primary,32373,1928,DL39HE,TS232HJ
6774,6774,Mount Pleasant Primary School,Rosebrook,23800,1754,DL39HE,TS199LF
6775,6775,Mount Pleasant Primary School,Sanctuary Supported Housing,23571,1596,DL39HE,TS182HR
6776,6776,Mount Pleasant Primary School,Sanctuary Supported Living Hartlepool,41518,2456,DL39HE,TS268DB
6777,6777,Mount Pleasant Primary School,Selby Cottage Childrens Centre,43725,2070,DL39HE,DH22EY
6778,6778,Mount Pleasant Primary School,Soul Food Spaces (Peace Of Mind),53150,2550,DL39HE,NE84QP
6779,6779,Mount Pleasant Primary School,Sprinwell Community Hub,50788,2374,DL39HE,NE97AL
6780,6780,Mount Pleasant Primary School,St Davids Community Project,45102,2293,DL39HE,SR33HG
6781,6781,Mount Pleasant Primary School,St Gabriels Catholic Voluntary Academy,33655,2126,DL39HE,TS79LF
6782,6782,Mount Pleasant Primary School,St. John the Baptist Primary School,23215,1685,DL39HE,TS190FB
6783,6783,Mount Pleasant Primary School,St.Peters Court,43030,2351,DL39HE,DH76FB
6784,6784,Mount Pleasant Primary School,Sunderland Area Parent Support,44915,2226,DL39HE,SR32PE
6785,6785,Mount Pleasant Primary School,Sunderland North Family Zone,49547,2788,DL39HE,SR28AB
6786,6786,Mount Pleasant Primary School,Sunderland Ymca,49374,2744,DL39HE,SR12QF
6787,6787,Mount Pleasant Primary School,Sunshine Day Nursery at Seascape Children's Centre,45629,2501,DL39HE,SR85NJ
